sale_id;data_venda;ano;mes;loja;bairro_entrega;canal;tipo_cliente;categoria;produto;unidade;quantidade;custo_unitario;preco_venda_unitario;promocao;perda_quebra_custo;receita_total;custo_total;lucro_total;margem_lucro;fornecedor;forma_pagamento
HF202501065;2025-03-03;2025;3;Hortfruit Moema;Pinheiros;Feira (parceiro);Padaria;Fruta;Mamão papaya;kg;10,2;5.99;9.5;0;0,0;96,9;61,1;35,8;0,3695;Cooperativa;Crédito
HF202501066;2025-10-20;2025;10;Hortfruit Moema;Vila Mariana;Feira (parceiro);Lanchonete;Fruta;Tangerina ponkan;kg;18,34;4.5;6.5;0;0,0;119,21;82,53;36,68;0,3077;Importadora;Crédito
HF202501067;2025-05-20;2025;5;Hortfruit Santo Amaro;Lapa;Loja física;Padaria;Legume;Berinjela;kg;13,67;6.5;7.99;1;0,0;109,22;88,86;20,36;0,1864;Cooperativa;Crédito
HF202501068;2025-12-02;2025;12;Hortfruit Santana;Santo Amaro;WhatsApp;Padaria;Fruta;Limão taiti;kg;12,19;4.0;5.99;0;0,0;73,02;48,76;24,26;0,3322;CEAGESP (atacado);Dinheiro
HF202501069;2025-02-08;2025;2;Hortfruit Vila Mariana;Brooklin;Loja física;Padaria;Fruta;Uva itália;kg;19,91;14.0;18.0;0;0,0;358,38;278,74;79,64;0,2222;Importadora;Débito
HF202501070;2025-11-24;2025;11;Hortfruit Santo Amaro;Tatuapé;Loja física;Restaurante;Fruta;Limão taiti;kg;15,78;3.99;5.99;1;0,0;94,52;62,96;31,56;0,3339;Produtor local;Crédito
HF202501071;2025-02-01;2025;2;Hortfruit Tatuapé;Vila Mariana;Delivery app;PF;Legume;Berinjela;kg;4,77;4.5;7.5;0;0,0;35,77;21,46;14,31;0,4001;Importadora;Crédito
HF202501072;2025-07-11;2025;7;Hortfruit Santo Amaro;Pinheiros;WhatsApp;Restaurante;Verdura;Alface americana;un;39,0;1.5;2.99;0;14,62;116,61;58,5;43,49;0,373;Cooperativa;Crédito
HF202501073;2025-06-26;2025;6;Hortfruit Vila Mariana;Pinheiros;Feira (parceiro);PF;Verdura;Alface americana;un;18,0;1.99;2.99;0;0,0;53,82;35,82;18,0;0,3344;Produtor local;Dinheiro
HF202501074;2025-01-22;2025;1;Hortfruit Tatuapé;Moema;Loja física;Padaria;Fruta;Uva vitória;kg;1,25;15.0;22.99;0;0,0;28,74;18,75;9,99;0,3476;Cooperativa;Crédito
HF202501075;2025-06-13;2025;6;Hortfruit Santana;Butantã;Feira (parceiro);Restaurante;Legume;Pepino japonês;kg;7,26;4.5;7.5;0;0,0;54,45;32,67;21,78;0,4;Importadora;Pix
HF202501076;2025-03-10;2025;3;Hortfruit Santana;Moema;Delivery app;Mercado;LEGUME;Berinjela;kg;12,74;5.5;8.5;0;0,0;108,29;70,07;38,22;0,3529;Cooperativa;Dinheiro
HF202501077;2025-06-24;2025;6;Hortfruit Moema;Tatuapé;Feira (parceiro);Lanchonete;Fruta;Ameixa;kg;19,17;15.5;19.5;0;0,0;373,82;297,14;76,68;0,2051;Produtor local;Débito
HF202501078;2025-03-30;2025;3;Hortfruit Vila Mariana;Vila Mariana;Feira (parceiro);Restaurante;Verdura;Salsinha;maço;23,0;1.0;2.5;0;0,0;57,5;23,0;34,5;0,6;CEAGESP (atacado);Crédito
HF202501079;2025-06-10;2025;6;Hortfruit Santana;Moema;Retirada;PF;Fruta;Mamão papaya;kg;16,55;6.5;10.5;0;0,0;173,78;107,58;66,2;0,3809;Cooperativa;Vale-alimentação
HF202501080;2025-11-22;2025;11;Hortfruit Pinheiros;Bela Vista;Delivery app;Mercado;Fruta;Limão taiti;kg;11,0;4.5;6.0;0;0,0;66,0;49,5;16,5;0,25;CEAGESP (atacado);Vale-alimentação
HF202501081;2025-10-28;2025;10;Hortfruit Vila Mariana;Pinheiros;WhatsApp;Padaria;Legume;Tomate cereja;bandeja;3,0;5.5;8.99;0;0,0;26,97;16,5;10,47;0,3882;Importadora;Vale-alimentação
HF202501082;2025-08-16;2025;8;Hortfruit Vila Mariana;Moema;Retirada;Restaurante;Fruta;Melancia;kg;1,31;2.5;3.5;0;0,0;4,58;3,28;1,3;0,2838;Cooperativa;Crédito
HF202501083;2025-12-31;2025;12;Hortfruit Santana;Brooklin;Retirada;Mercado;Fruta;Uva vitória;kg;7,84;11.0;13.5;1;0,0;105,84;86,24;19,6;0,1852;CEAGESP (atacado);Dinheiro
HF202501084;2025-05-30;2025;5;Hortfruit Pinheiros;Vila Mariana;WhatsApp;PF;Verdura;Salsinha;maço;13,0;1.5;2.99;0;0,0;38,87;19,5;19,37;0,4983;Distribuidor regional;Débito
HF202501085;2025-12-01;2025;12;Hortfruit Vila Mariana;Moema;Loja física;Cozinha industrial;Legume;Pimentão verde;kg;4,28;4.5;8.0;0;0,0;34,24;19,26;14,98;0,4375;CEAGESP (atacado);Pix
HF202501086;2025-12-14;2025;12;Hortfruit Santo Amaro;Butantã;Delivery app;Mercado;Fruta;Tangerina ponkan;kg;15,62;6.5;10.0;0;0,0;156,2;101,53;54,67;0,35;Cooperativa;Débito
HF202501087;2025-10-28;2025;10;Hortfruit Santo Amaro;Santo Amaro;Feira (parceiro);Padaria;Legume;Cenoura;kg;9,19;3.99;5.5;0;0,0;50,54;36,67;13,87;0,2744;CEAGESP (atacado);Crédito
HF202501088;2025-07-21;2025;7;Hortfruit Santo Amaro;Moema;WhatsApp;PF;Verdura;Coentro;maço;17,0;2.0;3.99;0;0,0;67,83;34,0;33,83;0,4987;Distribuidor regional;Pix
HF202501089;2025-04-28;2025;4;Hortfruit Santana;Butantã;Feira (parceiro);Mercado;Legume;Berinjela;kg;2,73;4.5;6.0;0;0,0;16,38;12,29;4,09;0,2497;Cooperativa;Pix
HF202501090;2025-11-16;2025;11;Hortfruit Moema;Santo Amaro;Feira (parceiro);Lanchonete;Fruta;Melancia;kg;19,79;3.0;3.5;0;0,0;69,27;59,37;9,9;0,1429;Importadora;Débito
HF202501091;2025-02-01;2025;2;Hortfruit Vila Mariana;Vila Mariana;Loja física;Cozinha industrial;Verdura;Salsinha;maço;13,0;1.0;2.5;0;0,0;32,5;13,0;19,5;0,6;Importadora;Débito
HF202501092;2025-11-04;2025;11;Hortfruit Santo Amaro;Ipiranga;WhatsApp;Padaria;Verdura;Alface crespa;un;-28,0;1.5;2.5;0;0,0;70,0;42,0;28,0;0,4;CEAGESP (atacado);Pix
HF202501093;2025-11-11;2025;11;Hortfruit Vila Mariana;Santana;Delivery app;Mercado;Legume;Cebola;kg;8,48;3.0;4.99;0;0,0;42,32;25,44;16,88;0,3989;Cooperativa;Crédito
HF202501094;2025-05-06;2025;5;Hortfruit Vila Mariana;Bela Vista;WhatsApp;Lanchonete;Legume;Berinjela;kg;2,24;5.5;9.0;0;0,0;20,16;12,32;7,84;0,3889;Distribuidor regional;Crédito
HF202501095;2025-04-20;2025;4;Hortfruit Santo Amaro;Tatuapé;Retirada;Restaurante;Fruta;Maçã gala;kg;6,51;6.99;8.99;0;0,0;58,52;45,5;13,02;0,2225;CEAGESP (atacado);Dinheiro
HF202501096;2025-08-13;2025;8;Hortfruit Tatuapé;Bela Vista;Feira (parceiro);Cozinha industrial;Legume;Tomate cereja;bandeja;18,0;8.5;11.5;0;0,0;207,0;153,0;54,0;0,2609;Distribuidor regional;Débito
HF202501097;2025-08-16;2025;8;Hortfruit Pinheiros;Santana;Delivery app;PF;Verdura;Repolho;kg;9,66;2.0;3.99;0;0,0;38,54;19,32;19,22;0,4987;CEAGESP (atacado);Débito
HF202501098;2025-07-18;2025;7;Hortfruit Santana;Vila Mariana;Loja física;Padaria;Fruta;Abacaxi;un;11,0;4.5;7.5;0;0,0;82,5;49,5;33,0;0,4;Importadora;Vale-alimentação
HF202501099;2025-07-25;2025;7;Hortfruit Pinheiros;Tatuapé;Feira (parceiro);Mercado;Legume;Abobrinha;kg;19,24;4.99;6.99;0;0,0;134,49;96,01;38,48;0,2861;Cooperativa;Dinheiro
HF202501100;2025-03-23;2025;3;Hortfruit Santana;Tatuapé;Loja física;Restaurante;Fruta;Melão amarelo;kg;14,87;3.5;5.99;0;0,0;89,07;52,04;37,03;0,4157;Cooperativa;Pix
HF202501101;2025-05-21;2025;5;Hortfruit Santana;Bela Vista;WhatsApp;Cozinha industrial;Verdura;Rúcula;maço;12,0;2.5;4.0;0;0,0;48,0;30,0;18,0;0,375;Produtor local;Vale-alimentação
HF202501102;2025-05-16;2025;5;Hortfruit Moema;Lapa;Delivery app;Cozinha industrial;Verdura;Agrião;maço;19,0;2.0;4.0;1;0,0;76,0;38,0;38,0;0,5;CEAGESP (atacado);Crédito
HF202501103;2025-09-07;2025;9;Hortfruit Tatuapé;Santana;Delivery app;PF;Verdura;Repolho;kg;17,84;2.5;1.31;0;11,15;80,28;44,6;24,53;0,3056;CEAGESP (atacado);Pix
HF202501104;2025-07-12;2025;7;Hortfruit Moema;Santo Amaro;Retirada;Padaria;Verdura;Couve manteiga;maço;23,0;1.99;3.5;0;11,44;80,5;45,77;23,29;0,2893;Produtor local;Pix
HF202501105;2025-05-20;2025;5;Hortfruit Pinheiros;Brooklin;WhatsApp;Restaurante;Verdura;Rúcula;maço;3,0;2.0;3.99;0;0,0;11,97;6,0;5,97;0,4987;Distribuidor regional;Vale-alimentação
HF202501106;2025-08-16;2025;8;Hortfruit Vila Mariana;Santana;Loja física;Lanchonete;Legume;Chuchu;kg;19,0;3.99;6.99;0;0,0;132,81;75,81;57,0;0,4292;Cooperativa;Dinheiro
HF202501107;2025-12-30;2025;12;Hortfruit Santana;Tatuapé;Feira (parceiro);Cozinha industrial;Verdura;Coentro;maço;1,0;2.0;3.5;1;0,0;3,5;2,0;1,5;0,4286;Importadora;Débito
HF202501108;2025-07-01;2025;7;Hortfruit Santana;Santo Amaro;Feira (parceiro);Cozinha industrial;Legume;Pimentão verde;kg;11,9;6.5;8.0;0;0,0;95,2;77,35;17,85;0,1875;Produtor local;Pix
HF202501109;2025-03-11;2025;3;Hortfruit Vila Mariana;Brooklin;WhatsApp;Cozinha industrial;Legume;Pimentão verde;kg;13,22;5.5;6.99;1;0,0;92,41;72,71;19,7;0,2132;CEAGESP (atacado);Pix
HF202501110;2025-08-08;2025;8;Hortfruit Pinheiros;Tatuapé;Delivery app;Mercado;Fruta;Morango;bandeja;15,0;7.5;13.0;0;0,0;195,0;112,5;82,5;0,4231;Produtor local;Pix
HF202501111;2025-02-10;2025;2;Hortfruit Vila Mariana;Pinheiros;Retirada;PF;Legume;Pimentão vermelho;kg;11,41;8.0;11.0;1;0,0;125,51;91,28;34,23;0,2727;Produtor local;Crédito
HF202501112;2025-08-20;2025;8;Hortfruit Tatuapé;Bela Vista;Loja física;Restaurante;Verdura;Repolho;kg;14,78;2.99;3.5;0;0,0;51,73;44,19;7,54;0,1458;Importadora;Débito
HF202501113;2025-02-24;2025;2;Hortfruit Pinheiros;Lapa;Retirada;Cozinha industrial;Legume;Pepino japonês;kg;5,45;4.5;6.0;0;0,0;32,7;24,53;8,17;0,2498;Produtor local;Crédito
HF202501114;2025-03-14;2025;3;Hortfruit Vila Mariana;Ipiranga;Loja física;Lanchonete;Verdura;Agrião;maço;25,0;2.5;4.5;0;0,0;112,5;62,5;50,0;0,4444;CEAGESP (atacado);Vale-alimentação
HF202501115;2025-04-23;2025;4;Hortfruit Vila Mariana;Ipiranga;Retirada;Cozinha industrial;Verdura;Couve manteiga;maço;29,0;1.99;3.5;0;0,0;101,5;57,71;43,79;0,4314;Importadora;Dinheiro
HF202501116;2025-03-25;2025;3;Hortfruit Pinheiros;Bela Vista;Delivery app;PF;Fruta;Banana nanica;kg;18,85;4.5;6.5;0;0,0;122,53;84,83;37,7;0,3077;CEAGESP (atacado);Débito
HF202501117;2025-06-15;2025;6;Hortfruit Pinheiros;Tatuapé;Feira (parceiro);Cozinha industrial;Legume;Tomate cereja;bandeja;18,0;6.99;8.5;0;0,0;153,0;125,82;27,18;0,1776;Importadora;Débito
HF202501118;2025-10-15;2025;10;Hortfruit Tatuapé;Pinheiros;WhatsApp;Cozinha industrial;Legume;Pimentão verde;kg;5,3;5.99;8.5;0;0,0;45,05;31,75;13,3;0,2952;Distribuidor regional;Vale-alimentação
HF202501119;2025-11-22;2025;11;Hortfruit Santo Amaro;Bela Vista;Delivery app;Padaria;Legume;Batata doce;kg;2,7;4.0;6.5;1;0,0;17,55;10,8;6,75;0,3846;Cooperativa;Pix
HF202501120;2025-01-28;2025;1;Hortfruit Santana;Brooklin;Loja física;Mercado;Fruta;Goiaba;kg;12,35;5.5;7.99;0;0,0;98,68;67,92;30,76;0,3117;CEAGESP (atacado);Vale-alimentação
HF202501121;2025-08-08;2025;8;Hortfruit Pinheiros;Santo Amaro;Retirada;PF;Fruta;Limão taiti;kg;3,54;4.99;6.99;0;0,0;24,74;17,66;7,08;0,2862;Importadora;Dinheiro
HF202501122;2025-06-03;2025;6;Hortfruit Pinheiros;Bela Vista;Delivery app;Mercado;Verdura;Agrião;maço;25,0;3.0;4.99;0;0,0;124,75;75,0;49,75;0,3988;Produtor local;Crédito
HF202501123;2025-08-17;2025;8;Hortfruit Moema;Pinheiros;WhatsApp;PF;Verdura;Cheiro-verde;maço;9,0;1.5;2.5;0;3,38;22,5;13,5;5,62;0,2498;Distribuidor regional;Dinheiro
HF202501124;2025-11-23;2025;11;Hortfruit Santo Amaro;Ipiranga;WhatsApp;Lanchonete;Legume;Beterraba;kg;10,51;3.5;4.5;0;9,2;47,3;36,78;1,32;0,0279;Produtor local;Vale-alimentação
HF202501125;2025-06-04;2025;6;Hortfruit Santo Amaro;Butantã;Loja física;Lanchonete;Verdura;Alface americana;un;9,0;2.0;3.5;0;0,0;31,5;18,0;13,5;0,4286;Distribuidor regional;Crédito
HF202501126;2025-08-22;2025;8;Hortfruit Vila Mariana;Moema;Feira (parceiro);Lanchonete;Legume;  Beterraba  ;kg;6,38;3.5;4.5;0;5,58;28,71;22,33;0,8;0,0279;CEAGESP (atacado);Débito
HF202501127;2025-09-18;2025;9;Hortfruit Pinheiros;Santo Amaro;Loja física;Lanchonete;Fruta;Maçã gala;kg;11,28;8.5;14.5;0;0,0;163,56;95,88;67,68;0,4138;Importadora;Crédito
HF202501128;2025-04-12;2025;4;Hortfruit Vila Mariana;Pinheiros;Retirada;Padaria;Legume;Vagem;kg;17,75;7.5;11.99;0;0,0;212,82;133,12;79,7;0,3745;Produtor local;Dinheiro
HF202501129;2025-05-28;2025;5;Hortfruit Pinheiros;Vila Mariana;WhatsApp;Lanchonete;Fruta;Melancia;kg;4,41;2.5;3.0;0;0,0;13,23;11,03;2,2;0,1663;Distribuidor regional;Pix
HF202501130;2025-07-31;2025;7;Hortfruit Vila Mariana;Ipiranga;Retirada;Cozinha industrial;Legume;Cebola;kg;1,43;2.5;4.5;0;0,0;6,43;3,57;2,86;0,4448;Cooperativa;Dinheiro
HF202501131;2025-10-17;2025;10;Hortfruit Moema;Tatuapé;WhatsApp;Padaria;Verdura;Repolho;kg;0,78;2.5;3.5;0;0,49;2,73;1,95;0,29;0,1062;CEAGESP (atacado);Débito
HF202501132;2025-10-26;2025;10;Hortfruit Tatuapé;Tatuapé;Delivery app;Lanchonete;Verdura;Repolho;kg;18,26;2.5;4.5;0;0,0;82,17;45,65;36,52;0,4444;Distribuidor regional;Pix
HF202501133;2025-01-20;2025;1;Hortfruit Santana;Tatuapé;Delivery app;Restaurante;Legume;Beterraba;kg;18,65;4.99;6.5;0;0,0;121,22;93,06;28,16;0,2323;Cooperativa;Débito
HF202501134;2025-11-24;2025;11;Hortfruit Vila Mariana;Vila Mariana;Loja física;Mercado;Fruta;Mamão papaya;kg;7,9;8.0;10.5;0;0,0;82,95;63,2;19,75;0,2381;Distribuidor regional;Dinheiro
HF202501135;2025-08-12;2025;8;Hortfruit Santana;Bela Vista;Loja física;Restaurante;Legume;Cebola;kg;3,29;2.5;4.5;0;0,0;14,8;8,22;6,58;0,4446;Distribuidor regional;Pix
HF202501136;2025-01-29;2025;1;Hortfruit Moema;Bela Vista;Feira (parceiro);Cozinha industrial;Verdura;Cheiro-verde;maço;25,0;1.99;2.5;0;0,0;62,5;49,75;12,75;0,204;Produtor local;Dinheiro
HF202501137;2025-05-06;2025;5;Hortfruit Santana;Ipiranga;Feira (parceiro);Cozinha industrial;Verdura;Agrião;maço;6,0;2.5;3.99;0;0,0;23,94;15,0;8,94;0,3734;Cooperativa;Pix
HF202501138;2025-01-31;2025;1;Hortfruit Santo Amaro;Santana;Retirada;Restaurante;Legume;Chuchu;kg;6,47;2.5;3.5;0;0,0;22,64;16,18;6,46;0,2853;CEAGESP (atacado);Vale-alimentação
HF202501139;2025-08-01;2025;8;Hortfruit Santo Amaro;Santo Amaro;Feira (parceiro);Mercado;Verdura;Couve manteiga;maço;15,0;3.0;4.5;1;11,25;67,5;45,0;11,25;0,1667;Produtor local;Crédito
HF202501140;2025-09-18;2025;9;Hortfruit Moema;Moema;Feira (parceiro);Restaurante;Verdura;Coentro;maço;12,0;3.5;3.99;1;0,0;47,88;42,0;5,88;0,1228;Importadora;Crédito
HF202501141;2025-03-20;2025;3;Hortfruit Pinheiros;Lapa;WhatsApp;Mercado;Legume;Abóbora cabotiá;kg;7,72;2.5;4.5;0;0,0;34,74;19,3;15,44;0,4444;Produtor local;Dinheiro
HF202501142;2025-07-16;2025;7;Hortfruit Santana;Moema;Loja física;Lanchonete;Verdura;Agrião;maço;8,0;2.5;3.99;0;0,0;31,92;20,0;11,92;0,3734;Importadora;Dinheiro
HF202501143;2025-06-12;2025;6;Hortfruit Vila Mariana;Santana;Retirada;Mercado;Verdura;Agrião;maço;19,0;2.99;4.5;0;0,0;85,5;56,81;28,69;0,3356;Produtor local;Crédito
HF202501144;2025-11-30;2025;11;Hortfruit Santana;Santo Amaro;Delivery app;Cozinha industrial;Verdura;Repolho;kg;17,19;2.0;3.99;0;0,0;68,59;34,38;34,21;0,4988;Distribuidor regional;Vale-alimentação
HF202501145;2025-09-28;2025;9;Hortfruit Santo Amaro;Vila Mariana;Feira (parceiro);Padaria;Fruta;Manga palmer;kg;18,92;5.5;7.99;0;0,0;151,17;104,06;47,11;0,3116;CEAGESP (atacado);Pix
HF202501146;2025-01-10;2025;1;Hortfruit Pinheiros;Santo Amaro;Feira (parceiro);PF;Fruta;Mamão papaya;kg;13,02;5.5;8.5;0;0,0;110,67;71,61;39,06;0,3529;Importadora;Dinheiro
HF202501147;2025-04-30;2025;4;Hortfruit Tatuapé;Brooklin;Feira (parceiro);Restaurante;Fruta;Uva vitória;kg;16,11;11.5;19.0;0;0,0;306,09;185,26;120,83;0,3948;Distribuidor regional;Vale-alimentação
HF202501148;2025-10-03;2025;10;Hortfruit Santana;Santo Amaro;Retirada;Lanchonete;Legume;Couve-flor;un;21,0;4.5;7.5;0;0,0;157,5;94,5;63,0;0,4;Importadora;Dinheiro
HF202501149;2025-05-03;2025;5;Hortfruit Vila Mariana;Pinheiros;Feira (parceiro);Cozinha industrial;Fruta;Abacate;kg;17,46;7.5;11.99;0;0,0;209,35;130,95;78,4;0,3745;Cooperativa;Dinheiro
HF202501150;2025-07-16;2025;7;Hortfruit Pinheiros;Santo Amaro;Feira (parceiro);PF;Legume;Brócolis;un;1,0;3.5;5.0;0;0,0;5,0;3,5;1,5;0,3;Distribuidor regional;Vale-alimentação
HF202501151;2025-05-20;2025;5;Hortfruit Tatuapé;Bela Vista;Feira (parceiro);Padaria;Fruta;Kiwi;kg;12,61;16.99;27.5;0;0,0;346,77;214,24;132,53;0,3822;Produtor local;Crédito
HF202501152;2025-01-11;2025;1;Hortfruit Vila Mariana;Vila Mariana;Delivery app;PF;Fruta;Maçã gala;kg;19,2;5.99;9.99;0;0,0;131,06;115,01;106,34;0,4419;Cooperativa;Crédito
HF202501153;2025-03-04;2025;3;Hortfruit Tatuapé;Pinheiros;Retirada;Lanchonete;Legume;Batata inglesa;kg;16,46;4.5;6.5;0;0,0;106,99;74,07;32,92;0,3077;;Débito
HF202501154;2025-07-17;2025;7;Hortfruit Pinheiros;Vila Mariana;Feira (parceiro);PF;Legume;Berinjela;kg;11,68;5.0;7.99;0;0,0;93,32;58,4;34,92;0,3742;Distribuidor regional;Débito
HF202501155;2025-01-22;2025;1;Hortfruit Moema;Pinheiros;Loja física;Cozinha industrial;Legume;Abobrinha;kg;19,63;5.99;8.5;0;0,0;166,85;117,58;49,27;0,2953;Distribuidor regional;Vale-alimentação
HF202501156;2025-04-21;2025;4;Hortfruit Pinheiros;Butantã;Feira (parceiro);Cozinha industrial;Legume;Brócolis;un;14,0;5.0;6.99;0;0,0;97,86;70,0;27,86;0,2847;Produtor local;Vale-alimentação
HF202501157;2025-06-03;2025;6;Hortfruit Moema;Vila Mariana;Delivery app;Lanchonete;Legume;Chuchu;kg;17,62;2.0;3.99;0;0,0;70,3;35,24;35,06;0,4987;Distribuidor regional;Pix
HF202501158;2025-09-10;2025;9;Hortfruit Pinheiros;Lapa;Loja física;Lanchonete;Verdura;Rúcula;maço;14,0;2.0;3.99;0;0,0;55,86;28,0;27,86;0,4987;Cooperativa;Crédito
HF202501159;2025-02-22;2025;2;Hortfruit Vila Mariana;Brooklin;Feira (parceiro);Lanchonete;Verdura;Alface crespa;un;36,0;1.99;2.99;0;0,0;107,64;71,64;36,0;0,3344;CEAGESP (atacado);Dinheiro
HF202501160;2025-09-01;2025;9;Hortfruit Santana;Vila Mariana;Feira (parceiro);Lanchonete;Fruta;Uva itália;kg;17,31;15.5;21.99;0;0,0;380,65;268,31;112,34;0,2951;CEAGESP (atacado);Pix
HF202501161;2025-08-22;2025;8;Hortfruit Vila Mariana;Butantã;Delivery app;Restaurante;Fruta;Abacaxi;un;30,0;4.5;5.99;1;0,0;179,7;135,0;44,7;0,2487;Produtor local;Crédito
HF202501162;2025-05-02;2025;5;Hortfruit Moema;Lapa;Delivery app;PF;Fruta;Ameixa;kg;10,69;11.0;17.5;0;0,0;187,07;117,59;69,48;0,3714;Produtor local;Pix
HF202501163;2025-04-24;2025;4;Hortfruit Vila Mariana;Pinheiros;Delivery app;Mercado;Verdura;Salsinha;maço;23,0;1.5;2.5;0;0,0;57,5;34,5;23,0;0,4;Produtor local;Débito
HF202501164;2025-03-09;2025;3;Hortfruit Tatuapé;Moema;Delivery app;Lanchonete;Fruta;Limão taiti;kg;19,66;3.0;5.5;0;0,0;108,13;58,98;49,15;0,4545;Importadora;Pix
HF202501165;2025-07-18;2025;7;Hortfruit Tatuapé;Butantã;Loja física;PF;Verdura;Alface crespa;un;30,0;1.99;2.99;0;0,0;89,7;59,7;30,0;0,3344;Produtor local;Crédito
HF202501166;2025-01-11;2025;1;Hortfruit Moema;Bela Vista;Feira (parceiro);Padaria;Fruta;Goiaba;kg;4,16;7.5;9.0;1;0,0;37,44;31,2;6,24;0,1667;CEAGESP (atacado);Crédito
HF202501167;2025-07-08;2025;7;Hortfruit Santana;Santana;Loja física;Padaria;Fruta;Maracujá;kg;5,36;9.0;12.5;0;0,0;67,0;48,24;18,76;0,28;CEAGESP (atacado);Dinheiro
HF202501168;2025-12-29;2025;12;Hortfruit Santo Amaro;Butantã;WhatsApp;Mercado;Fruta;Abacate;kg;12,04;6.5;9.99;1;0,0;120,28;78,26;42,02;0,3494;CEAGESP (atacado);Dinheiro
HF202501169;2025-08-19;2025;8;Hortfruit Santo Amaro;Moema;Retirada;PF;Verdura;Salsinha;maço;9,0;1.5;2.5;1;0,0;22,5;13,5;9,0;0,4;Importadora;Crédito
HF202501170;2025-09-26;2025;9;Hortfruit Tatuapé;Pinheiros;Feira (parceiro);Cozinha industrial;Fruta;Tangerina ponkan;kg;11,21;4.5;7.5;0;0,0;84,08;50,45;33,63;0,4;Importadora;Crédito
HF202501171;2025-06-09;2025;6;Hortfruit Pinheiros;Butantã;Feira (parceiro);Cozinha industrial;Verdura;Agrião;maço;29,0;2.0;3.99;0;0,0;115,71;58,0;57,71;0,4987;Importadora;Pix
HF202501172;2025-08-17;2025;8;Hortfruit Tatuapé;Pinheiros;Delivery app;Mercado;Legume;Vagem;kg;18,6;7.99;13.0;0;0,0;241,8;148,61;93,19;0,3854;Importadora;Crédito
HF202501173;2025-07-31;2025;7;Hortfruit Tatuapé;Bela Vista;Loja física;Lanchonete;Fruta;Ameixa;kg;7,17;15.5;24.5;0;27,79;175,66;111,14;36,73;0,2091;Distribuidor regional;Crédito
HF202501174;2025-07-17;2025;7;Hortfruit Santo Amaro;Lapa;Feira (parceiro);Cozinha industrial;legume;Couve-flor;un;36,0;4.0;6.0;0;0,0;216,0;144,0;72,0;0,3333;Importadora;Dinheiro
HF202501175;2025-09-24;2025;9;Hortfruit Santo Amaro;Tatuapé;Loja física;Lanchonete;verdura;Cebolinha;maço;18,0;1.0;2.5;0;0,0;45,0;18,0;27,0;0,6;Cooperativa;Dinheiro
HF202501176;2025-11-29;2025;11;Hortfruit Vila Mariana;Ipiranga;WhatsApp;Restaurante;Legume;Couve-flor;un;18,0;6.0;8.99;1;0,0;161,82;108,0;53,82;0,3326;CEAGESP (atacado);Dinheiro
HF202501177;2025-09-14;2025;9;Hortfruit Pinheiros;Pinheiros;WhatsApp;Lanchonete;Fruta;Melancia;kg;17,59;2.5;3.0;0;0,0;52,77;43,98;8,79;0,1666;Distribuidor regional;Crédito
HF202501178;2025-04-13;2025;4;Hortfruit Moema;Brooklin;Feira (parceiro);Padaria;Fruta;Banana nanica;kg;10,84;4.99;6.5;0;0,0;70,46;54,09;16,37;0,2323;Cooperativa;Débito
HF202501179;2025-03-06;2025;3;Hortfruit Santana;Moema;Delivery app;Padaria;Fruta;Laranja pera;kg;11,38;4.5;8.0;0;0,0;91,04;51,21;39,83;0,4375;CEAGESP (atacado);Vale-alimentação
HF202501180;2025-12-17;2025;12;Hortfruit Santana;Ipiranga;Loja física;Cozinha industrial;Legume;Vagem;kg;8,15;8.5;12.5;0;0,0;101,88;69,28;32,6;0,32;Importadora;Vale-alimentação
HF202501181;2025-09-21;2025;9;Hortfruit Santana;Moema;WhatsApp;Restaurante;Legume;Batata inglesa;kg;17,22;5.5;6.5;0;23,68;111,93;94,71;-6,46;-0,0577;Importadora;Débito
HF202501182;2025-06-13;2025;6;Hortfruit Vila Mariana;Lapa;Feira (parceiro);Cozinha industrial;Fruta;Coco verde;un;6,0;5.0;5.99;0;0,0;35,94;30,0;5,94;0,1653;Produtor local;Vale-alimentação
HF202501183;2025-12-27;2025;12;Hortfruit Moema;Santo Amaro;Delivery app;Cozinha industrial;Verdura;Coentro;maço;1,0;2.0;4.5;0;0,0;4,5;2,0;2,5;0,5556;Distribuidor regional;Vale-alimentação
HF202501184;2025-01-24;2025;1;Hortfruit Santo Amaro;Butantã;Loja física;Cozinha industrial;Fruta;Laranja pera;kg;3,94;2.99;4.99;0;0,0;19,66;11,78;7,88;0,4008;Distribuidor regional;Pix
HF202501185;2025-07-14;2025;7;Hortfruit Vila Mariana;Moema;Retirada;Restaurante;Legume;Abóbora cabotiá;kg;7,46;5.0;8.5;0;0,0;63,41;37,3;26,11;0,4118;CEAGESP (atacado);Pix
HF202501186;2025-07-18;2025;7;Hortfruit Tatuapé;Vila Mariana;Delivery app;Mercado;Verdura;Couve manteiga;maço;19,0;1.99;3.99;0;0,0;75,81;37,81;38,0;0,5013;Importadora;Crédito
HF202501187;2025-05-01;2025;5;Hortfruit Santana;Bela Vista;Loja física;Mercado;Fruta;Laranja pera;kg;1,49;3.5;4.99;0;0,0;7,44;5,21;2,23;0,2997;Cooperativa;Dinheiro
HF202501188;2025-03-09;2025;3;Hortfruit Santana;Moema;Retirada;Restaurante;Legume;Batata doce;kg;3,54;3.5;5.5;0;0,0;19,47;12,39;7,08;0,3636;Importadora;Dinheiro
